f1 f2 f3 f4 f5 f6 f7 f8 f9 f10 f11 f12 f13 f14 f15 f16 f17 f18 f19 f20 f21 f22 f23 f24 f25
1e-08 1e-08 1e-08 1e-08 1e-08 1e-08 1267.046 20.34154 1e-08 2.168054 4.6222080000000005 1e-08 0.3751677 2.586199 60.292519999999996 87.22695 122.5365 800.0 800.0 800.0 500.0 746.8347 970.5031 400.0635 1750.629
