f1 f2 f3 f4 f5 f6 f7 f8 f9 f10 f11 f12 f13 f14 f15 f16 f17 f18 f19 f20 f21 f22 f23 f24 f25
1e-08 1e-08 12483.28 1e-08 1e-08 1e-08 4696.289000000001 20.86531 1e-08 26.74141 22.42575 156.8269 2.018291 11.9686 400.0 44.119209999999995 98.8041 907.1796 903.7416 903.9601 500.0 878.2695 534.1641 208.9421 1634.5
